model,ctx_len,gdn_layer_us,full_attn_us,ffn_us,total_us,tok_per_sec,kv_cache_mb
Qwen3.5-4B,1,49126,14270,157983,221379,4.52,0.1
Qwen3.5-4B,64,48881,14932,157607,221420,4.52,4.0
Qwen3.5-4B,256,49031,18323,157720,225074,4.44,16.0
Qwen3.5-4B,512,49250,22656,158222,230129,4.35,32.0
Qwen3.5-4B,1024,49481,32655,158084,240220,4.16,64.0
Qwen3.5-4B,2048,49181,56511,158740,264432,3.78,128.0
Qwen3.5-4B,4096,49165,106683,158507,314355,3.18,256.0
Qwen3.5-4B,8192,49091,208054,158071,415216,2.41,512.0
