model,kernel,dispatch_path,seq,channels,repeats,p50_us,p95_us,spread_pct,gib_per_s_p50,gflop_per_s_p50
Qwen3.5-4B,gdn_cumdecay,neon,64,4096,30,1638.404,2659.598,62.3,1.19,0.16
Qwen3.5-4B,gdn_gated_scan,neon,64,4096,30,5358.573,5574.129,4.0,0.55,0.10
Qwen3.5-4B,gdn_causal_dwconv1d,neon,64,4096,30,1836.459,2017.595,9.9,1.12,1.14
Qwen3.5-4B,gdn_cumdecay_f16,neon,64,4096,30,1272.045,1396.304,9.8,1.15,0.21
Qwen3.5-4B,gdn_gated_scan_f16,neon,64,4096,30,4807.285,5142.725,7.0,0.61,0.11
Qwen3.5-4B,gdn_cumdecay_bf16,neon,64,4096,30,1047.446,1063.489,1.5,1.40,0.25
Qwen3.5-4B,gdn_gated_scan_bf16,neon,64,4096,30,4895.083,5776.268,18.0,0.60,0.11
Qwen3.5-4B,gdn2_gated_scan,neon,64,4096,30,9964.595,10463.670,5.0,0.49,0.11
Qwen3.5-0.8B,gdn_cumdecay,neon,64,2048,30,627.126,642.293,2.4,1.56,0.21
Qwen3.5-0.8B,gdn_gated_scan,neon,64,2048,30,967.233,1016.236,5.1,1.53,0.27
Qwen3.5-0.8B,gdn_causal_dwconv1d,neon,64,2048,30,670.587,688.089,2.6,1.54,1.56
Qwen3.5-0.8B,gdn_cumdecay_f16,neon,64,2048,30,423.821,436.363,3.0,1.73,0.31
Qwen3.5-0.8B,gdn_gated_scan_f16,neon,64,2048,30,981.525,1001.360,2.0,1.50,0.27
Qwen3.5-0.8B,gdn_cumdecay_bf16,neon,64,2048,30,483.616,497.909,3.0,1.51,0.27
Qwen3.5-0.8B,gdn_gated_scan_bf16,neon,64,2048,30,1156.829,1524.354,31.8,1.27,0.23
Qwen3.5-0.8B,gdn2_gated_scan,neon,64,2048,30,2098.976,2454.834,17.0,1.17,0.25
Qwen3.5-4B_decode,gdn_cumdecay,neon,1,4096,30,6.126,6.418,4.8,4.98,0.67
Qwen3.5-4B_decode,gdn_gated_scan,neon,1,4096,30,16.627,17.210,3.5,4.59,0.49
Qwen3.5-4B_decode,gdn_causal_dwconv1d,neon,1,4096,30,52.504,53.379,1.7,2.62,0.62
Qwen3.5-4B_decode,gdn_cumdecay_f16,neon,1,4096,30,7.000,7.001,0.0,3.27,0.59
Qwen3.5-4B_decode,gdn_gated_scan_f16,neon,1,4096,30,14.001,14.292,2.1,4.36,0.59
Qwen3.5-4B_decode,gdn_cumdecay_bf16,neon,1,4096,30,9.042,9.043,0.0,2.53,0.45
Qwen3.5-4B_decode,gdn_gated_scan_bf16,neon,1,4096,30,16.334,16.626,1.8,3.74,0.50
Qwen3.5-4B_decode,gdn2_gated_scan,neon,1,4096,30,23.919,24.502,2.4,4.47,0.68
Qwen3.5-0.8B_decode,gdn_cumdecay,neon,1,2048,30,3.500,3.501,0.0,4.36,0.59
Qwen3.5-0.8B_decode,gdn_gated_scan,neon,1,2048,30,6.418,6.709,4.5,5.94,0.64
Qwen3.5-0.8B_decode,gdn_causal_dwconv1d,neon,1,2048,30,29.752,31.502,5.9,2.31,0.55
Qwen3.5-0.8B_decode,gdn_cumdecay_f16,neon,1,2048,30,4.083,4.084,0.0,2.80,0.50
Qwen3.5-0.8B_decode,gdn_gated_scan_f16,neon,1,2048,30,6.125,6.417,4.8,4.98,0.67
Qwen3.5-0.8B_decode,gdn_cumdecay_bf16,neon,1,2048,30,4.959,4.959,0.0,2.31,0.41
Qwen3.5-0.8B_decode,gdn_gated_scan_bf16,neon,1,2048,30,7.584,7.584,0.0,4.02,0.54
Qwen3.5-0.8B_decode,gdn2_gated_scan,neon,1,2048,30,10.501,10.793,2.8,5.09,0.78
