model,ctx_len,gdn_layer_us,full_attn_us,ffn_us,total_us,tok_per_sec,kv_cache_mb
Qwen3.5-0.8B,1,62128,0,65894,128021,7.81,0.0
Qwen3.5-0.8B,64,62085,0,65874,127960,7.81,0.0
Qwen3.5-0.8B,256,62109,0,65890,127998,7.81,0.0
Qwen3.5-0.8B,512,62126,0,65868,127994,7.81,0.0
Qwen3.5-0.8B,1024,62083,0,65996,128079,7.81,0.0
Qwen3.5-0.8B,2048,62133,0,65937,128071,7.81,0.0
Qwen3.5-0.8B,4096,62190,0,65982,128173,7.80,0.0
